round,pair_idx,i,j,imgA,imgB,scoreA,scoreB,winner,conf,obj_name,dino_scoreA,dino_scoreB,dino_margin,dino_winner,match,clip_scoreA,clip_scoreB,clip_margin,clip_winner,clip_match,vlm_margin,vlm_sign,dino_sign,clip_sign,judge_tag,t2i_dir,model_label
4,2,3,0,round004_pair002_i3_A.png,round004_pair002_j0_B.png,5.0,8.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5535233020782471,0.48988333344459534,0.06363996863365173,0,0,0.7187017798423767,0.6783892512321472,0.04031252861022949,0,0,-3.0,-1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,3,1,5,round004_pair003_i1_A.png,round004_pair003_j5_B.png,5.0,8.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5772189497947693,0.5602278709411621,0.016991078853607178,0,0,0.7362414598464966,0.7124890685081482,0.02375239133834839,0,0,-3.0,-1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,4,4,1,round004_pair004_i4_A.png,round004_pair004_j1_B.png,8.5,6.5,0,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.53465735912323,0.5950254201889038,-0.06036806106567383,1,0,0.6760823130607605,0.7239439487457275,-0.04786163568496704,1,0,2.0,1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,5,4,0,round004_pair005_i4_A.png,round004_pair005_j0_B.png,8.5,6.5,0,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.4429309368133545,0.6390601396560669,-0.1961292028427124,1,0,0.6807870864868164,0.7103145718574524,-0.029527485370635986,1,0,2.0,1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,6,4,1,round004_pair006_i4_A.png,round004_pair006_j1_B.png,8.5,6.0,0,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.6305739879608154,0.6198706030845642,0.01070338487625122,0,1,0.7103081941604614,0.7259788513183594,-0.01567065715789795,1,0,2.5,1.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,7,4,5,round004_pair007_i4_A.png,round004_pair007_j5_B.png,9.0,6.0,0,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.6494544148445129,0.5605244636535645,0.08892995119094849,0,1,0.6967769265174866,0.7204079627990723,-0.023631036281585693,1,0,3.0,1.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,8,4,3,round004_pair008_i4_A.png,round004_pair008_j3_B.png,8.0,5.0,0,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.4566958546638489,0.5230677723884583,-0.06637191772460938,1,0,0.7032748460769653,0.7189100384712219,-0.015635192394256592,1,0,3.0,1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,9,4,0,round004_pair009_i4_A.png,round004_pair009_j0_B.png,8.0,6.0,0,0.8,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.55641770362854,0.6078466773033142,-0.05142897367477417,1,0,0.6742507815361023,0.7192745804786682,-0.04502379894256592,1,0,2.0,1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,10,4,1,round004_pair010_i4_A.png,round004_pair010_j1_B.png,6.0,8.0,1,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.583003044128418,0.635057270526886,-0.05205422639846802,1,1,0.7160214781761169,0.7345383167266846,-0.018516838550567627,1,1,-2.0,-1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,1,4,1,round005_pair001_i4_A.png,round005_pair001_j1_B.png,8.5,4.5,0,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5871967673301697,0.6915074586868286,-0.10431069135665894,1,0,0.6522010564804077,0.7005939483642578,-0.0483928918838501,1,0,4.0,1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,2,0,3,round005_pair002_i0_A.png,round005_pair002_j3_B.png,6.0,9.0,1,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5009004473686218,0.6231412887573242,-0.12224084138870239,1,1,0.685157060623169,0.74235999584198,-0.057202935218811035,1,1,-3.0,-1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,3,2,5,round005_pair003_i2_A.png,round005_pair003_j5_B.png,8.0,5.0,0,0.8,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.566167950630188,0.6047899723052979,-0.03862202167510986,1,0,0.6744049191474915,0.7133413553237915,-0.03893643617630005,1,0,3.0,1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,4,4,2,round005_pair004_i4_A.png,round005_pair004_j2_B.png,6.5,8.5,1,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5366475582122803,0.5246909856796265,0.011956572532653809,0,0,0.7037538290023804,0.697795569896698,0.005958259105682373,0,0,-2.0,-1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,5,4,2,round005_pair005_i4_A.png,round005_pair005_j2_B.png,8.5,6.0,0,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5534650087356567,0.49585023522377014,0.0576147735118866,0,1,0.6765322089195251,0.6918887495994568,-0.01535654067993164,1,0,2.5,1.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,6,4,1,round005_pair006_i4_A.png,round005_pair006_j1_B.png,8.5,6.5,0,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5495830774307251,0.5382327437400818,0.01135033369064331,0,1,0.6848817467689514,0.6824147701263428,0.0024669766426086426,0,1,2.0,1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,7,4,1,round005_pair007_i4_A.png,round005_pair007_j1_B.png,8.0,5.0,0,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5469782948493958,0.5386347770690918,0.008343517780303955,0,1,0.6979129910469055,0.6795933246612549,0.018319666385650635,0,1,3.0,1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,8,4,0,round005_pair008_i4_A.png,round005_pair008_j0_B.png,6.0,8.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5786086320877075,0.4433748126029968,0.1352338194847107,0,0,0.7185056209564209,0.5480523109436035,0.17045331001281738,0,0,-2.0,-1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,9,4,2,round005_pair009_i4_A.png,round005_pair009_j2_B.png,6.5,8.5,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5755589008331299,0.5004454851150513,0.07511341571807861,0,0,0.7142771482467651,0.7165800929069519,-0.0023029446601867676,1,1,-2.0,-1.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,10,4,5,round005_pair010_i4_A.png,round005_pair010_j5_B.png,8.5,5.0,0,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.6115338802337646,0.3973737359046936,0.21416014432907104,0,1,0.7269176244735718,0.6384374499320984,0.08848017454147339,0,1,3.5,1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
1,1,3,1,round001_pair001_i3_A.png,round001_pair001_j1_B.png,65.0,85.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.49451157450675964,0.48918482661247253,0.005326747894287109,0,0,0.6779201030731201,0.6747015714645386,0.003218531608581543,0,0,-20.0,-1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
1,2,4,0,round001_pair002_i4_A.png,round001_pair002_j0_B.png,65.0,90.0,1,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5996047258377075,0.4000115692615509,0.19959315657615662,0,0,0.6927086710929871,0.6283003091812134,0.06440836191177368,0,0,-25.0,-1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
1,3,2,5,round001_pair003_i2_A.png,round001_pair003_j5_B.png,65.0,90.0,1,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.49442052841186523,0.43132567405700684,0.0630948543548584,0,0,0.6953295469284058,0.6683980226516724,0.0269315242767334,0,0,-25.0,-1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
1,4,3,2,round001_pair004_i3_A.png,round001_pair004_j2_B.png,70.0,90.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.6201514601707458,0.6411430239677429,-0.02099156379699707,1,1,0.6934863328933716,0.6626558303833008,0.0308305025100708,0,0,-20.0,-1.0,-1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
1,5,3,0,round001_pair005_i3_A.png,round001_pair005_j0_B.png,85.0,70.0,0,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5785629749298096,0.5741532444953918,0.004409730434417725,0,1,0.655945360660553,0.7320426106452942,-0.07609724998474121,1,0,15.0,1.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
1,6,3,4,round001_pair006_i3_A.png,round001_pair006_j4_B.png,65.0,85.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.605785608291626,0.6149060726165771,-0.009120464324951172,1,1,0.6973909139633179,0.7063464522361755,-0.008955538272857666,1,1,-20.0,-1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
1,7,3,1,round001_pair007_i3_A.png,round001_pair007_j1_B.png,85.0,60.0,0,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.6113163828849792,0.6560248136520386,-0.044708430767059326,1,0,0.7213064432144165,0.723129153251648,-0.0018227100372314453,1,0,25.0,1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
1,8,3,5,round001_pair008_i3_A.png,round001_pair008_j5_B.png,65.0,90.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.6453573107719421,0.575589656829834,0.06976765394210815,0,0,0.6867117285728455,0.723950982093811,-0.037239253520965576,1,1,-25.0,-1.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
1,9,3,2,round001_pair009_i3_A.png,round001_pair009_j2_B.png,65.0,88.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.6007319688796997,0.5393959283828735,0.06133604049682617,0,0,0.721677303314209,0.6476831436157227,0.07399415969848633,0,0,-23.0,-1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
1,10,3,4,round001_pair010_i3_A.png,round001_pair010_j4_B.png,70.0,90.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5771036744117737,0.5446266531944275,0.03247702121734619,0,0,0.7116400003433228,0.6954812407493591,0.016158759593963623,0,0,-20.0,-1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
2,1,4,0,round002_pair001_i4_A.png,round002_pair001_j0_B.png,60.0,85.0,1,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5295943021774292,0.3787141740322113,0.1508801281452179,0,0,0.6819308996200562,0.6971800327301025,-0.015249133110046387,1,1,-25.0,-1.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
2,2,3,1,round002_pair002_i3_A.png,round002_pair002_j1_B.png,75.0,50.0,0,0.8,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5493046045303345,0.6003862619400024,-0.05108165740966797,1,0,0.6705294251441956,0.6472641229629517,0.023265302181243896,0,1,25.0,1.0,-1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
2,3,2,5,round002_pair003_i2_A.png,round002_pair003_j5_B.png,50.0,90.0,1,0.9,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5001539587974548,0.41800349950790405,0.08215045928955078,0,0,0.6472468376159668,0.7174669504165649,-0.07022011280059814,1,1,-40.0,-1.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
2,4,4,0,round002_pair004_i4_A.png,round002_pair004_j0_B.png,55.0,90.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5032726526260376,0.547522783279419,-0.04425013065338135,1,1,0.6808420419692993,0.7018052339553833,-0.020963191986083984,1,1,-35.0,-1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
2,5,4,1,round002_pair005_i4_A.png,round002_pair005_j1_B.png,88.0,70.0,0,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.4854084253311157,0.5819233655929565,-0.09651494026184082,1,0,0.6599421501159668,0.6759515404701233,-0.016009390354156494,1,0,18.0,1.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
2,6,4,2,round002_pair006_i4_A.png,round002_pair006_j2_B.png,55.0,85.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5871779918670654,0.5023590326309204,0.08481895923614502,0,0,0.7324942946434021,0.6928621530532837,0.03963214159011841,0,0,-30.0,-1.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
2,7,4,3,round002_pair007_i4_A.png,round002_pair007_j3_B.png,55.0,85.0,1,0.85,01_Anime_illustration_of_a_kangaroo_holding_a_sign_that_says_S_1_0,0.5856729745864868,0.48075616359710693,0.10491681098937988,0,0,0.6637519001960754,0.7077979445457458,-0.04404604434967041,1,1,-30.0,-1.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
